Gene,Sample_1,Sample_2
ENSG00000011028,265.298946344,322.038910879
ENSG00000011083,11.1099720724,11.715491045
ENSG00000011105,104.4777514985,105.9109920976
ENSG00000011114,67.3397105008,81.7057230252
ENSG00000011132,244.3080447446,308.1160316629
ENSG00000011143,281.576467281,266.01292201
ENSG00000011198,223.449744717,256.69690018
ENSG00000011243,511.254855412,483.255333897
ENSG00000011258,23.1280328008,21.4153823347
ENSG00000011260,1004.568814679,937.800921412
ENSG00000011275,352.873187973,361.954831203
ENSG00000011295,1227.657515027,1182.933718085
ENSG00000011304,2915.78990745,2789.8493880300002
ENSG00000011332,43.8527352222,47.0650925272
ENSG00000011376,233.193209891,245.597213915
ENSG00000011405,508.846807979,561.673173502
ENSG00000011422,194.863358149,543.538509005
ENSG00000011451,105.7494078171,110.954476559
ENSG00000011454,799.726773963,817.452066776
ENSG00000011465,224.8122987009,208.0132094654
ENSG00000011478,55.9179957922,57.8832268817
ENSG00000011485,263.160843121,262.8614785198
ENSG00000011523,600.907971181,498.541867467
ENSG00000011566,136.5737149971,155.5977879649
ENSG00000011590,61.4986661631,51.0870711604
ENSG00000011600,1447.493523312,3555.459994602
ENSG00000011638,323.204009146,327.892243158
ENSG00000011677,11.7799307296,12.3388136642
ENSG00000012048,91.6225550291,100.6076166922
ENSG00000012061,530.419734191,545.672130289
ENSG00000012124,910.7602334746,705.526755631
ENSG00000012171,12.5890238035,16.409298343
ENSG00000012174,223.1332419751,201.6707384112
ENSG00000012211,39.2984606659,62.0828986828
ENSG00000012223,104.5973565264,362.9994263237
ENSG00000012232,180.532584975,188.263590052
ENSG00000012504,55.8955189314,44.3954607022
ENSG00000012660,4072.38918757,3633.17017011
ENSG00000012779,819.656307701,587.3728797178
ENSG00000012817,2069.6444722816,2059.29750349
ENSG00000012822,925.360215897,951.019568414
ENSG00000012963,742.2933078,641.847037491
ENSG00000012983,204.043859009,204.998904196
ENSG00000013016,241.8433884442,125.1125311646
ENSG00000013275,405.291074077,428.48844148
ENSG00000013288,643.830699494,669.619533321
ENSG00000013297,156.6804000256,156.3753243596
ENSG00000013364,945.947741608,1013.288445754
ENSG00000013375,81.9450865326,119.1119327936
ENSG00000013392,167.0818920355,180.3781001772
ENSG00000013441,1608.11651102,1605.425431694
ENSG00000013503,548.036735042,547.051901094
ENSG00000013523,388.233148116,357.351685853
ENSG00000013561,312.352182983,324.366273096
ENSG00000013563,311.373677138,350.163978648
ENSG00000013573,461.793877486,432.33650793100003
ENSG00000013583,373.143254245,507.2639554841
ENSG00000013588,30.2529934052,32.4124669641
ENSG00000013619,192.3031038174,176.0675929036
ENSG00000013725,916.6449059121,737.2252262008
ENSG00000013810,376.1078985129,436.6300919064
ENSG00000014138,180.6221470576,214.6396924168
ENSG00000014164,182.831418215,201.886641916
ENSG00000014216,309.939409327,371.476923194
ENSG00000014257,154.2266090289,223.9009638022
ENSG00000014641,3800.85643643,4268.62192378
ENSG00000014824,631.861418222,666.700725824
ENSG00000014914,406.5470544314,436.9187392578
ENSG00000014919,309.362706938,317.424728624
ENSG00000015153,403.981794062,408.159207942
ENSG00000015171,1230.493795835,1089.077461227
ENSG00000015285,1040.803708243,1136.904042188
ENSG00000015413,214.2598590006,210.798215908
ENSG00000015475,353.8133835784,542.629003967
ENSG00000015479,5024.0142353,4351.77135198
ENSG00000015520,24.9406581671,25.7145430064
ENSG00000015532,91.2490064768,118.5313394434
ENSG00000015592,208.488412493,185.1045069096
ENSG00000015676,469.372402276,437.671744205
ENSG00000016082,135.7773921366,131.5396864667
ENSG00000016402,56.1773413694,48.2087607848
ENSG00000016490,189.5051737845,170.0438514908
ENSG00000016602,56.3153117278,46.241781263
ENSG00000016864,465.4206121036,557.576859454
ENSG00000017260,237.60508885,259.149906838
ENSG00000017427,203.6260101249,220.0272190254
ENSG00000017797,406.7665888838,554.7269387938
ENSG00000018189,152.7532797657,155.9640511448
ENSG00000018236,286.0418015819,263.995666792
ENSG00000018280,175.2593844094,185.155616829
ENSG00000018408,26.3104526188,28.5481656972
ENSG00000018510,657.02645775,643.631006877
ENSG00000018625,56.2099302615,56.9899335253
ENSG00000018699,680.007080319,671.002259634
ENSG00000019144,95.3309903981,111.3806310632
ENSG00000019169,43.39064226,31.865305489
ENSG00000019186,69.5923198488,59.0698592903
ENSG00000019485,167.806244379,155.5284930845
ENSG00000019505,487.954478999,435.06317202
ENSG00000019549,59.8096652815,51.952241965
ENSG00000019582,11864.80333347,13268.99878059
ENSG00000019991,57.8547946716,60.6759039059
ENSG00000020129,159.2870843654,150.6323430922
ENSG00000020256,257.719354821,258.609085423
ENSG00000020426,88.0971915923,130.1278529081
ENSG00000020577,41.9496894075,52.1811516588
ENSG00000020633,2138.346145218,2152.033618883
ENSG00000021300,375.2987147478,337.848774767
ENSG00000021355,827.676304035,957.759669872
ENSG00000021461,9.3087167018,10.6167987014
ENSG00000021488,434.0369451034,360.9976795932
ENSG00000021574,212.910099962,223.181639759
ENSG00000021645,10.7776078133,12.6829014779
ENSG00000021776,1016.803065438,1050.315746704
ENSG00000021826,154.7434372743,139.1833087954
ENSG00000021852,200.7043505132,189.808160302
ENSG00000022267,212.2685903543,188.2120888796
ENSG00000022355,14.8336584724,15.0502624096
ENSG00000022556,361.7614352711,329.106186044
ENSG00000022840,781.746265332,731.801089414
ENSG00000022976,293.00615916,288.974250242
ENSG00000023041,1250.609091612,1257.127461913
ENSG00000023191,997.993906421,1284.218443122
ENSG00000023228,572.300813709,665.308307891
ENSG00000023287,530.808132021,553.450729096
ENSG00000023318,980.284956613,1002.790072056
ENSG00000023330,354.0148410492,580.217553
ENSG00000023445,1067.363243413,1211.2812680904
ENSG00000023516,1888.98477484,1599.999322123
ENSG00000023572,367.6803081472,535.170246994
ENSG00000023608,167.8483363724,203.3066848986
ENSG00000023697,440.601817094,533.534824533
ENSG00000023734,3597.44536638,3375.90462422
ENSG00000023839,43.0939976333,58.824452263
ENSG00000023892,534.0945809003,546.7832559742
ENSG00000023902,525.326154264,635.4039748262
ENSG00000023909,429.431209293,456.783002087
ENSG00000024048,593.424693456,698.854150374
ENSG00000024422,42.016565218,45.2191480304
ENSG00000024862,1112.581964103,1223.528362494
ENSG00000025039,226.8364389228,334.4056233506
ENSG00000025156,239.2427055554,245.36023806
ENSG00000025293,460.482795737,445.135968532
ENSG00000025423,32.7518615913,35.629646295
ENSG00000025434,175.2486561241,237.9263731152
ENSG00000025708,340.1263176553,627.0389474058
ENSG00000025770,210.8340397312,218.92369166
ENSG00000025772,1194.052864724,1125.626816387
ENSG00000025796,790.278886839,823.056506407
ENSG00000025800,421.418974381,466.290532278
ENSG00000026025,10290.94112694,11828.98959942
ENSG00000026103,652.978244361,800.308591675
ENSG00000026297,5281.308449866,5048.342173288
ENSG00000026508,2909.58575276,3186.30390061
ENSG00000026559,18.6747025687,20.2727568979
ENSG00000026652,93.3327576744,112.4083319701
ENSG00000026751,1196.187398101,1968.5018720136
ENSG00000026950,751.29259299,733.412361931
ENSG00000027001,111.893752847,109.3695476607
ENSG00000027075,2051.18447098,1916.31708045
ENSG00000027644,21.6541196063,22.0382475577
ENSG00000027697,975.535458731,1422.096873622
ENSG00000027847,182.1196724818,220.451381851
ENSG00000027869,703.035761803,643.850786505
ENSG00000028116,573.227977949,677.240488859
ENSG00000028137,1018.8881857529,1320.2774842237
ENSG00000028277,69.467950321,103.6323304258
ENSG00000028310,816.790518784,747.070278871
ENSG00000028528,405.915741588,441.004603099
ENSG00000028839,1019.382310982,855.983499094
ENSG00000029153,184.9785796458,265.5714667492
ENSG00000029363,1842.682341532,1728.880239542
ENSG00000029364,127.258752558,153.017554801
ENSG00000029534,118.5432732787,106.8583017589
ENSG00000029559,33.2037101957,42.1045641001
ENSG00000029639,361.487590337,402.673363607
ENSG00000029725,164.2950805871,186.0369759042
ENSG00000029993,205.608627157,236.703094547
ENSG00000030066,192.1661855238,201.4146132135
ENSG00000030304,69.6839885353,60.263979397599996
ENSG00000030419,133.0656347339,103.8029794814
ENSG00000030582,1189.203717775,1770.74264522
ENSG00000031003,1015.715525185,952.857736278
ENSG00000031691,112.896323504,117.4850087274
ENSG00000031698,2394.93851132,2480.94434355
ENSG00000031823,210.1164687043,224.4549580421
ENSG00000032219,487.545205814,482.683017538
ENSG00000032444,460.1638773749,574.7258229417
ENSG00000032742,575.794147391,518.118041584
ENSG00000033030,838.858865729,807.877110761
ENSG00000033050,241.690685921,236.8866209846
ENSG00000033100,578.33107946,676.018544138
ENSG00000033170,474.6830384644,536.7945418905
ENSG00000033178,422.731532286,415.907076766
ENSG00000033327,106.0375307623,220.7354524249
ENSG00000033627,690.629506291,700.102532866
ENSG00000033800,1114.032165525,1256.931979585
ENSG00000033867,206.1582790072,187.1751372194
ENSG00000034053,319.3073892492,291.9231056393
ENSG00000034152,792.060576459,871.029573875
ENSG00000034239,39.8446019313,45.8777917237
ENSG00000034510,21259.5787121,21801.0840105
ENSG00000034533,142.124022916,157.5050320875
ENSG00000034677,153.1153457553,206.4013722358
ENSG00000034693,428.797560874,453.053231375
ENSG00000034713,3052.01921088,2990.98325102
ENSG00000034971,112.4462571755,104.3539497675
ENSG00000035115,1844.412794409,1429.138561233
ENSG00000035141,2226.80685275,2426.43487191
ENSG00000035403,341.002892611,329.358102727
ENSG00000035664,43.237183975,69.018128587
ENSG00000035681,1035.199089995,1147.568814405
ENSG00000035687,1109.577409403,1030.595083981
ENSG00000035720,1188.324791522,1156.7643972586
ENSG00000035862,229.0245810477,381.6142214529
ENSG00000035928,678.89332286,701.657047158
ENSG00000036257,370.994338952,358.522166852
ENSG00000036448,103.6736520759,172.5339004776
ENSG00000036473,41.2023110625,36.4311023552
ENSG00000036530,112.4492470292,103.8575701277
ENSG00000036549,634.926841336,606.394681773
ENSG00000036565,77.7424490682,79.6332724198
ENSG00000036672,32.1925265714,36.975313718
ENSG00000036828,46.0777197937,49.9334746959
ENSG00000037042,159.9500757452,157.8238704627
ENSG00000037280,82.6048862649,81.6082340392
ENSG00000037637,274.595350465,351.358651914
ENSG00000037749,283.0540585394,370.8416507622
ENSG00000037897,516.795653029,527.179474512
ENSG00000037965,35.1855015793,38.6325829593
ENSG00000038002,543.293445607,642.540136597
ENSG00000038274,5884.99892731,5378.30062201
ENSG00000038358,328.8831123914,357.571384454
ENSG00000038382,59.0741457684,106.1633203686
ENSG00000038427,313.0265227721,923.7191831152
ENSG00000038532,406.873291773,405.676519459
ENSG00000038945,42.7733631417,43.245926127
ENSG00000039068,40.1006828178,51.8973076284
ENSG00000039123,853.586969976,869.441816039
ENSG00000039319,144.0284061247,194.2036608592
ENSG00000039537,271.1865290616,238.084579555
ENSG00000039560,31.4737934439,28.2868803899
ENSG00000039600,50.0600736748,44.6291200564
ENSG00000039650,345.733831058,362.381842431
ENSG00000039987,28.5094118805,28.8390253827
ENSG00000040199,758.500175728,752.07556295
ENSG00000040341,334.360821458,308.313158718
ENSG00000040531,321.403267838,362.837879958
ENSG00000040731,234.1898804263,210.827089878
ENSG00000040933,239.075000091,267.967574107
ENSG00000041353,21.6880541261,42.6365860141
ENSG00000041357,1982.79325933,2076.83207142
ENSG00000041515,16.8412196012,16.8031813463
ENSG00000041802,384.015827212,438.749917732
ENSG00000041880,168.8795826331,151.3834076764
ENSG00000041982,23.9971771164,19.9747972694
ENSG00000042088,1386.603894864,1301.899795199
ENSG00000042304,52.2534838331,59.1672105399
ENSG00000042317,33.0830851293,35.4459982488
ENSG00000042429,509.858793425,540.545441518
ENSG00000042445,424.05293378,463.584305702
ENSG00000042493,594.593833214,709.122830649
ENSG00000042753,1241.916509592,1404.065741604
ENSG00000042781,70.326771092,63.6601734564
ENSG00000042813,158.0549306605,144.2373008034
ENSG00000042832,157.4840648479,161.225840892
ENSG00000042980,599.6649853044,507.8437872989
ENSG00000043039,35.8697254251,52.5767618761
ENSG00000043462,1655.933282595,1719.123647132
ENSG00000043514,594.532896334,556.123274075
ENSG00000043591,8.5907453552,9.7722726993
ENSG00000044012,76.7906998061,83.2719287457
ENSG00000044090,153.958587779,180.393526546
ENSG00000044115,402.2807722204,644.8464707058
ENSG00000044446,484.704157573,480.107416648
ENSG00000044459,65.9565213766,66.8802366269
ENSG00000044524,41.9169324782,37.4686377801
ENSG00000044574,4954.82559793,5331.29472005
ENSG00000046647,134.3573053266,140.733743703
ENSG00000046651,2409.665745399,2115.851138461
ENSG00000046653,40.8127041257,42.5001833051
ENSG00000046774,211.2146765752,178.4266243206
ENSG00000047056,918.402998325,1003.830937248
ENSG00000047188,311.51650361,279.345533704
ENSG00000047230,135.9296700757,149.3919288444
ENSG00000047249,507.630438181,630.520536296
ENSG00000047315,2038.1318887,2093.11867787
ENSG00000047365,930.986314698,764.34213386
ENSG00000047410,1317.272277841,1408.324226723
ENSG00000047457,62.8642710824,65.7427733997
ENSG00000047578,570.126715454,567.787485357
ENSG00000047597,143.0702631653,153.7569743348
ENSG00000047617,30.3602987397,35.6026404099
ENSG00000047621,472.603154311,475.403785609
ENSG00000047634,214.8787474489,309.3033288706
ENSG00000047644,866.190624978,924.925347074
ENSG00000047648,28.2910966624,36.887753048
ENSG00000047849,291.282955541,318.149449895
ENSG00000047936,120.7551718116,118.1597640692
ENSG00000048052,424.251092207,325.308525993
ENSG00000048162,219.7266574038,270.0928773907
ENSG00000048462,989.9454348204,1386.3102074915
ENSG00000048540,215.429849136,203.4690742526
ENSG00000048545,112.9493583403,108.1093559006
ENSG00000048649,201.167569042,210.033269505
ENSG00000048707,449.738137937,399.320984239
ENSG00000048740,1528.271332146,1412.172655108
ENSG00000048828,1358.904644077,1389.902699714
ENSG00000048991,1006.439087131,973.112027062
ENSG00000049089,361.29507515,408.274836949
ENSG00000049130,38.889881998,34.2967601938
ENSG00000049167,375.379177427,335.327781028
ENSG00000049192,113.3252555057,109.498880996
ENSG00000049239,178.9642521787,182.7065643875
ENSG00000049245,801.345681306,1007.725409775
ENSG00000049246,178.5495587402,188.9336734816
ENSG00000049247,163.042643981,135.9485924735
ENSG00000049249,192.6640497998,252.8820280592
ENSG00000049283,11.1629832183,10.8970747215
ENSG00000049323,61.4184759113,69.333831819
ENSG00000049540,54.5016793059,50.8428313657
ENSG00000049541,282.25507203,296.4794508
ENSG00000049759,129.9513470916,124.5442167641
ENSG00000049768,201.6487302708,306.4710849391
ENSG00000049860,2759.68763885,3005.38644273
ENSG00000050165,38.8458308686,24.1161305341
ENSG00000050327,86.3063028745,95.6833966688
ENSG00000050344,71.0731799237,105.2090218005
ENSG00000050405,993.22405615,993.126470247
ENSG00000050426,1353.9141727210001,1251.97931275
ENSG00000050438,34.8918612087,44.6037554246
ENSG00000050555,73.7988847725,99.5996323135
ENSG00000050628,75.2781281808,87.9051438407
ENSG00000050730,83.1358738384,118.3364993856
ENSG00000050748,582.640870783,584.170630435
ENSG00000051108,4511.663910789,4823.31448278
ENSG00000051128,88.5272515362,108.5725644537
ENSG00000051180,47.2150617658,56.3351016334
ENSG00000051341,281.8285862108,293.8218265198
ENSG00000051382,118.9057903937,131.6572920258
ENSG00000051523,4291.40569198,4430.62056715
ENSG00000051620,1084.725099476,1108.281054108
ENSG00000051825,105.1435192224,113.1341279272
ENSG00000052126,206.2814773052,188.9515810801
ENSG00000052344,73.322627451,78.9780339731
ENSG00000052723,203.7726376017,214.26632394
ENSG00000052749,109.0104861434,185.0573462935
ENSG00000052850,27.8129917916,35.7267994399
ENSG00000053108,68.5351965316,59.7145489582
ENSG00000053254,1111.979606185,1104.510871216
ENSG00000053371,821.375131711,780.997583496
ENSG00000053372,311.9203771612,329.0083835803
ENSG00000053438,55.6748620135,65.7879304129
ENSG00000053501,147.4713775421,169.8615787373
ENSG00000053524,25.3630520397,22.707513016
ENSG00000053702,110.0652753372,76.2462678248
ENSG00000053747,40.6551715745,46.6522992593
ENSG00000053918,101.857943578,144.6363409232
ENSG00000054116,632.529847821,667.068739967
ENSG00000054118,53.2821867759,51.4000449898
ENSG00000054179,17.2249679661,18.508036082
ENSG00000054219,1173.293796193,1045.530066931
ENSG00000054267,1594.180922648,1461.198926238
ENSG00000054277,1172.8443352875,1103.693966251
ENSG00000054356,182.1572140183,191.4862628678
ENSG00000054392,97.0450821139,84.4857337203
ENSG00000054523,218.1584416583,284.58122191
ENSG00000054598,160.4530319312,160.4734486586
ENSG00000054611,977.896373019,937.493190626
ENSG00000054654,956.2258252707,835.4032930913
ENSG00000054793,55.7430295962,68.6085173928
ENSG00000054796,75.6854614916,76.8484664775
ENSG00000054983,499.718141501,622.109926412
ENSG00000055118,155.7154843621,191.9860717597
ENSG00000055130,743.6556266,917.384563986
ENSG00000055147,505.646360993,472.285525603
ENSG00000055163,2014.5509382437,1764.6262474124
ENSG00000055208,1407.482512524,1416.710958678
ENSG00000055332,236.0984124216,256.825518772
ENSG00000055483,162.0043307441,187.8425602493
ENSG00000055732,184.0120322159,150.2458688475
ENSG00000055917,2390.096588155,2236.13073782
ENSG00000055955,206.5773414681,215.374960646
ENSG00000055957,68.706899487,61.745938297
ENSG00000056097,283.424128617,285.405305032
ENSG00000056558,651.887546176,877.086097638
ENSG00000056586,425.81578369,403.645143529
ENSG00000056678,255.8378927891,299.5057566598
ENSG00000056736,246.270130812,343.2066430095
ENSG00000056972,428.8649724078,357.4256891506
ENSG00000056998,71.540639388,76.7643841378
ENSG00000057019,13.8219912616,13.5521061092
ENSG00000057149,31.6189907054,35.4301324044
ENSG00000057252,237.2581661992,279.6876441743
ENSG00000057294,71.88288288,67.2828507783
ENSG00000057468,165.0474627464,149.8404727468
ENSG00000057593,277.5593023355,261.947129432
